2015,37121,54483,69443,82719,95513,101231,120676,131247,132184,139570,145233,147342
2016,158386,159925,164740,181258,194701,201034,215458,226518,227747,241639,253546,254285
2017,256056,266631,277170,284049,294344,307746,318858,334754,340693,345540,353997,359496
2018,366655,367088,384394,390141,394079,397667,401417,410020,421493,428433,443430,459844
2019,462610,479250,495112,505077,506261,513007,527016,538373,550053,569348,588535,592369
2020,605852,622802,622870,628546,645781,653947,659664,679605,686854,703430,709696,714211
2021,716280,721502,721654,728798,735484,736466,756370,769350,786731,790979,802332,818168
2022,818795,821387,825287,830352,836930,849825,854810,873609,884106,888343,900846,903798
2023,917528,932195,951291,960168,969045,988141,988359,996727,998334,999088,1013034,1032099
2024,1033329,1034584,1051788,1063207,1075570,1083049,1085390,1096288,1108170,1118897,1125762,1128670
