2015,75690,94238,101512,110060,121512,125206,138974,143627,154817,163748,168045,170210
2016,173443,184972,191688,206115,212625,226731,230790,232865,235727,237527,253075,266076
2017,281384,285110,299468,318470,336174,343887,348253,359904,373740,386481,401902,418343
2018,438003,447439,454926,471589,478788,495165,502840,505941,516617,529628,548646,552379
2019,562286,565091,578025,579771,589197,596639,615376,624865,632913,645031,651845,656518
2020,665047,667918,673677,692748,693731,701581,719098,726228,742925,756383,775725,785923
2021,804390,809626,828928,836204,847349,855611,874167,886949,902030,902931,921818,925473
2022,941149,958531,966105,977210,978547,988343,991920,997521,1005848,1015088,1021887,1039691
2023,1041351,1043918,1053402,1063207,1071805,1089874,1096377,1110632,1124701,1143892,1156914,1164694
2024,1168970,1176112,1185110,1202622,1220928,1240496,1243682,1255618,1271459,1276491,1292522,1298822
