2015,36447,40961,47252,53159,73045,90231,105903,118028,131035,131168,145533,145624
2016,148161,148685,163143,173031,179011,184189,198752,204386,210935,222973,223000,224034
2017,236508,246200,252126,272026,283292,288365,294088,294149,295398,305446,310878,315075
2018,323108,335562,348699,360574,378409,392255,406367,420710,426731,427429,431397,447189
2019,450059,467123,485992,505275,509888,525980,539102,558658,575458,590137,598263,610075
2020,615219,624135,637256,647536,653913,657244,667860,686709,691980,708560,718376,727285
2021,729992,737929,747864,753042,753584,769976,787309,802111,802180,812392,830346,846802
2022,860476,870963,878989,895626,899245,910819,927814,928244,946447,946704,959559,978309
2023,986428,991705,1000430,1013738,1013885,1031661,1047262,1055183,1066810,1074931,1081695,1083527
2024,1092829,1099238,1113348,1128094,1146122,1159180,1176828,1184785,1185689,1191043,1200169,1202897
