2015,7589,25364,35375,51134,70884,87596,107441,116090,121725,139020,143797,157552
2016,171934,172024,179811,198356,206689,210855,223681,236822,251820,257304,273563,274674
2017,279745,281661,286365,290642,299526,314431,333005,338617,354000,358113,378013,389112
2018,390138,401073,406960,421088,422168,440886,455864,468106,485187,502391,522098,538685
2019,543425,550361,557362,573985,587768,587922,595275,610968,618506,635256,641264,646753
2020,662266,663047,677354,678205,695029,712445,727463,736103,755080,773969,777860,791206
2021,806134,815294,825064,840727,844967,846829,857315,866702,883749,898511,903830,903953
2022,909917,911635,929919,933543,949392,958421,968374,979969,997916,1014591,1027044,1028415
2023,1034693,1049005,1055958,1065638,1074156,1079231,1086948,1099063,1103463,1111655,1127212,1131408
2024,1132679,1144076,1147084,1152979,1167805,1185068,1185429,1200641,1216475,1220462,1230572,1236038
